GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ENFP,ISTP,41476.38,46718.25,Success
ISTP,ENTJ,61753.56,41494.62,Success
ISFP,ENTJ,94774.65,97832.78,Failure
ENTJ,ISFJ,73005.17,68854.77,Failure
INFJ,ESFP,37599.21,55536.01,Failure
ENFP,INTP,65727.06,30119.87,Failure
ISFJ,ESTJ,54385.66,88498.94,Success
ISFP,ESTJ,62533.55,63487.75,Failure
ENTP,ESFJ,70538.69,73456.47,Success
INFJ,ESFJ,68084.09,66665.93,Success
ISTJ,ESTJ,33279.33,95900.5,Success
ISTJ,ESFP,88112.71,69026.38,Success
ENFJ,ENTJ,83869.13,52690.18,Failure
ISTJ,ISFJ,62848.91,55759.75,Success
INTP,ESFP,69149.33,91409.95,Failure
ISFP,ISTJ,37369.22,74757.9,Success
INTP,ESFJ,77626.88,80404.11,Failure
ESFP,INTP,48306.66,52488.88,Success
ENFJ,ISFJ,94375.52,33771.8,Failure
ISFP,ESFJ,94899.99,96975.11,Failure
ESFJ,ENTJ,85147.24,34987.9,Success
ISFJ,ENFJ,51185.68,88623.24,Failure
ISFP,ISFP,54256.25,39366.63,Failure
ENTP,INTJ,55954.92,82065.59,Success
ISTP,INTJ,86246.98,42934.07,Success
INTP,INFJ,63116.52,83988.94,Failure
INTJ,ENTP,53043.3,33878.47,Success
ENFP,INFP,42426.9,70644.02,Success
ISTJ,INTJ,87924.65,45241.36,Success
ESTP,INTJ,77082.96,46257.45,Failure
ISFP,ENFP,49798.77,70444.89,Failure
INFJ,ENFJ,93591.34,99067.44,Failure
ESTJ,ENFJ,49374.38,89051.89,Failure
ESTJ,INTJ,52431.95,33687.45,Failure
ESFP,ESFP,83118.3,48355.14,Failure
INFP,ESFP,61010.71,44766.74,Success
ENTP,ISFJ,73469.62,48539.99,Failure
ESFJ,ISTJ,45468.18,77364.82,Success
ESTJ,INFP,58584.03,53186.63,Failure
INFJ,ISFP,86328.48,52104.1,Failure
ENFP,ESTP,61407.99,60886.02,Failure
ENTP,ESTJ,59175.95,89694.96,Success
ISFJ,ISTJ,30521.88,75710.36,Success
INFJ,ENTP,53965.54,96717.72,Failure
ISTJ,ESTP,87337.08,81431.22,Success
ESFJ,ESTP,91301.02,58451.29,Failure
INFP,INTP,89257.32,40234.18,Failure
ESTJ,ESTP,93627.68,57014.84,Failure
ISTP,ENTP,83600.31,62211.19,Success
ESFP,INFP,70683.75,67849.6,Failure
ESFP,INFP,80992.72,70296.98,Failure
ISTP,ENFJ,79860.55,51050.35,Success
ESTJ,ESTP,98733.78,53199.61,Failure
ISTJ,ESTJ,77376.82,75054.46,Success
ESTJ,ENTP,88316.17,41109.59,Success
ESFJ,ESTP,98175.77,62462.7,Failure
ISFJ,ESTJ,30365.87,71274.21,Failure
ENTJ,ENTJ,99911.27,34513.83,Failure
ESFP,ESFJ,77447.72,61230.17,Success
ESFJ,INTJ,30438.66,41850.77,Success
ESTP,ENTJ,79685.08,81369.4,Failure
ENFJ,INFJ,47446.52,65159.79,Success
ENTP,ISFJ,33968.44,43316.78,Success
ISFJ,ENFP,79599.44,96471.04,Failure
ESTP,ENTP,41896.81,66864.26,Failure
ESTP,ENFJ,56383.83,92134.9,Success
ESFP,ESTP,38962,46351.11,Success
ISTJ,ISFJ,71438.63,30202.98,Success
ISFJ,ENFJ,40414.56,68200.46,Failure
ENTJ,ENFP,62571.57,72737.16,Failure
ENTJ,INTJ,38254.52,45188.61,Success
ISTP,ENFJ,83840.47,82819.49,Success
INTJ,ISFJ,58456.74,91905.95,Success
ISTJ,ENFP,93768.46,61340.23,Success
INFP,ESTJ,91093.03,47694.62,Success
ENTJ,INFJ,38475.81,51429.04,Success
ESTP,ISFP,68132.27,34607.59,Failure
ISTP,ISTP,34217.72,79254.57,Success
INFP,ISFJ,77860.75,74284.76,Failure
INFJ,ISTJ,43388.88,41223.72,Failure
INTJ,ESTP,42049.33,85248.75,Failure
ISFP,ESTJ,57881.38,43183.84,Success
ISFP,ISFP,89527.98,98933.45,Failure
ESTP,INTJ,66607.09,62409.89,Failure
ENFJ,ENFP,58677.09,74282.56,Success
ENFJ,ISTP,92654.91,34673.95,Success
ISTP,ENTJ,95063.16,30732.74,Success
ISTP,ENTJ,63472.89,96432.1,Failure
ESTP,ENTP,35898.09,47523.89,Failure
ISTJ,INTP,33223.47,89571.93,Failure
ESTP,ESFP,48344.91,66705.6,Failure
ENFJ,ISFP,50582.5,82371.56,Success
ESTP,ISTJ,33266.33,34695.54,Success
ENTJ,ENTJ,55150.8,60370.63,Failure
INFJ,ENFJ,86620.64,99852.39,Failure
ESFJ,ESTJ,36420.47,43562.41,Success
INFP,INFJ,68523.99,40237.4,Success
ISTJ,INFJ,55927.71,39624.57,Success
ISTP,ENFP,42695.82,65064.77,Failure
INTJ,ISTJ,57567.85,85013.49,Success
ENFP,ESFP,77570.59,33806.21,Failure
ISFJ,ISFP,96460.17,51806.59,Failure
ISFJ,ISFJ,57620.84,90938.26,Failure
INFJ,ISTP,82222.36,89446.57,Success
INFP,INFJ,84527.41,42178.84,Success
ENTP,ENTP,87167.4,82561.18,Failure
ESTP,ESTJ,88987.44,31641.26,Success
ISTJ,ESFJ,83741.02,80213.92,Success
ISTP,ISFP,53160.26,99257.86,Failure
ESFJ,ESFJ,83979.86,62643.98,Failure
ENTJ,ESFJ,69000.04,58248.17,Failure
ISTP,ENTJ,43349,34552.55,Success
ISFP,ISFJ,33727.2,59187.9,Failure
ESTP,INFP,74243.01,94268.87,Success
ENTP,ENFP,94515.63,61213.9,Success
ENFP,ISFP,55915.59,68435.17,Success
ESFP,ENFP,45240.99,79544.46,Failure
ESFP,INTP,47710.67,97516.12,Success
INFP,ISTP,57774.82,94526.46,Success
ISFJ,INTJ,38792.88,57482.43,Failure
ENTP,ESTP,35849.49,32021.43,Failure
ENFJ,ENFJ,61183.44,73502.98,Failure
ENFJ,ISFP,81470.4,46026.55,Failure
ISTJ,ESTP,96190.13,85520.61,Success
ENTJ,ESFJ,97560.25,61476.19,Failure
ESFP,ENTP,31038.54,31561.82,Failure
ENFP,ISTP,73704.19,98878.83,Success
ESTJ,ISFP,50539.1,50961.72,Success
ESTJ,ISTP,60014.25,62291.89,Success
ENTJ,INFJ,94614,77137.47,Failure
ESFP,ISFJ,88770.41,64196.74,Failure
ESFP,INFJ,93378.6,97379.01,Success
ESTP,ESFP,45066.22,83986.65,Failure
INTJ,ENTP,51551.84,92476.05,Failure
ESFJ,ISTJ,61814.59,93633.92,Success
ISTJ,ESFJ,87148.08,71709.52,Success
ENTP,ESFP,89543.14,51331.07,Failure
ENTP,ESFJ,31164.06,75170.42,Success
ENFP,ENFJ,79897.61,32232.44,Success
INFP,ENFJ,85682.34,63301.37,Success
ENFJ,ENFP,84783.3,36375.53,Failure
INFP,ESFJ,99933.71,71899.04,Success
ISFP,ISFP,77822.19,57433.44,Failure
ESFJ,INFJ,86703.48,44575.15,Failure
INTP,ENTP,35694.05,77163.75,Success
ENFJ,ENTP,71829.12,77487.85,Success
ISTP,INFP,41056.12,69895.59,Failure
ESTP,ISFJ,49122.89,34182.76,Failure
ENFP,ISTP,41437.34,50534.69,Success
INFP,ESFP,60460.37,62280.88,Failure
ESFP,ENTJ,30892.03,57969.55,Failure
ENTJ,ENTP,65416.99,87173.84,Success
ISTP,ENFP,41668.27,53464.03,Failure
ESFJ,INTP,65378.59,36837.71,Failure
INFP,ENTP,45686.09,39671.89,Success
ISFJ,ESTP,42331.44,53751.92,Failure
INFP,ENFP,65739.96,47400.36,Success
ENFJ,ESFP,61043.23,50611.59,Failure
ISFP,ISTJ,53353.47,76355.99,Success
ESFJ,ENTJ,73666.94,47638.76,Success
ISFJ,INTJ,86748.54,61769.31,Success
ISFJ,ESTP,40615.97,73496.84,Failure
INTP,ENTJ,93987.02,55619.93,Success
INTJ,ENTJ,75336.54,93737.25,Failure
ESFP,ESFJ,59019.65,62120.73,Failure
ESTP,ENFP,69260.98,52361.69,Success
ISFP,ISTP,79411.12,48556.84,Failure
ESFP,INFP,69819.24,38894.79,Failure
ENTP,ISFJ,53248.72,30513.74,Failure
ESTJ,ENFJ,56669.51,53735.46,Failure
INTP,ENFJ,70320.23,89761.56,Failure
INTP,ENFJ,32256.1,55284.47,Failure
ESTJ,ENFJ,81966.94,80627.54,Success
ENTJ,INTP,60756.29,54187.55,Failure
ISTJ,ESTP,90708.83,98872.78,Failure
ESTJ,ESTJ,54511.7,30509.56,Failure
INFJ,ESFJ,91652.81,66083.33,Success
ENFJ,ENTP,93825.39,69420.47,Failure
INFJ,ENTJ,66164.35,45681.54,Success
INFJ,ENFP,78866.03,47964.9,Success
ISFP,INTP,80870.35,52076.04,Success
ISTP,ENFP,55432.48,30603.06,Success
ENTP,INFP,80424.66,50400.66,Failure
ENTJ,ENTJ,98761.66,32082.52,Failure
ISFP,ENFP,85153.47,87348.92,Failure
ENFP,ENTP,78252.49,57797.65,Failure
ESFJ,ISFP,97249.59,76049.89,Failure
INTJ,INFP,81820.89,85623.65,Failure
ISTJ,ENFP,37478.15,55113.4,Failure
INTP,ENTJ,73033,30370.79,Success
ESTP,ESFP,52818.91,67297.26,Failure
ISFP,ESTP,79081.16,40415.08,Success
INFP,ESTJ,53231.42,52110.17,Success
ENFJ,ESTP,43309.27,46297.16,Success
ISTP,INTJ,69196.1,41644.62,Success
ENFP,ENFP,46302.18,96998.19,Failure
ENTP,ESTP,70038.37,94812.65,Success
ENTP,INTJ,99411.81,59860.54,Failure
ESFP,ESFP,43287.31,42105.96,Failure
INFP,ISFP,81614.16,63748.22,Success
ENTJ,ISTP,30822.04,50721.84,Success
ENFJ,ISTJ,84372.79,88068.19,Success
ESTP,ISTP,33601.1,58974.96,Success
ESFP,ESTJ,92710.95,60628.57,Failure
ESTJ,ESFP,58516.92,46933.63,Success
ENTJ,INFJ,40309.89,73361,Success
INTJ,ISTP,43015.7,46868.55,Success
INTP,INTP,76607.81,41663.21,Failure
ISFJ,INTJ,44952.22,62918.3,Failure
ENTJ,ENFP,94848.66,88822.13,Failure
INTJ,ESTP,36235.75,78410.98,Failure
ISTJ,ENFJ,39430.84,73832.03,Failure
ENFJ,INFJ,66089.48,68495.43,Success
ESFP,ENFP,77834.34,42317.85,Success
ENTP,ENFP,58741.52,42467.41,Success
ISFJ,ISTP,57050.56,79716.92,Success
ISTP,ESFP,81567.81,55306.13,Success
INFJ,ESFJ,78658.86,89622.63,Failure
ESFJ,ISTP,80959.66,47000.04,Failure
ESFP,ESFJ,61028.77,92617.73,Failure
INTJ,INFJ,62949.9,71200.23,Success
INTP,INFP,33787.94,69879.16,Failure
ISFP,ISFJ,79169.83,37233.96,Success
ENTJ,ISTP,38950.24,68993.51,Success
ENFJ,ENTP,35600.3,71777.03,Failure
INFJ,ESFJ,55143.5,63567.8,Failure
ISFP,ISTJ,75572.84,34132.23,Failure
ISFP,ENFP,74830.54,65646.45,Success
ESFP,ISTP,30739.43,95038.78,Success
ISFP,ENFP,93787.27,94713.23,Failure
ESTJ,INFP,71377.49,58799.66,Failure
ESTJ,ENTJ,85830.86,33419.57,Success
ENTP,INFP,93494.48,84144.01,Failure
INFP,ISFP,48127.79,45859.39,Failure
INTJ,ESTP,66273.77,98772.27,Failure
ISFJ,INTJ,43339.79,71717.35,Failure
INFJ,ISFP,92465.49,75545,Failure
INTP,ENFP,37848.07,33406.67,Success
ISFP,ENFJ,46134.96,49871.46,Failure
ISFP,ESFJ,76314.6,97254.24,Failure
ISFP,INFJ,75156.32,87192.27,Failure
INTP,ISTP,40424.01,35654.37,Failure
ESTP,ISFJ,73759.21,88477.93,Success
ENTJ,ENTP,48427.29,85451.01,Success
INFJ,INFP,67788.2,77138.24,Success
ESTJ,ISTP,34117.4,59513.73,Success
ENFP,INTP,63739.19,44858.63,Failure
INFJ,INFJ,61872.38,40676.84,Failure
ISFJ,ISFP,42793.78,55750.32,Success
ESTJ,ENFP,64297.83,63812.26,Success
ENFJ,ENTP,45194.82,44766.15,Failure
ISFP,ENTJ,48696.09,92211.51,Failure
INTJ,ESTJ,93699.86,45702.08,Success
ISFP,ENFJ,42608.63,70819.83,Failure
INTJ,ISFP,94749.31,61664.43,Success
ENTP,ISFP,83679.77,41367.25,Failure
ISTJ,INTP,77497.24,72884.59,Failure
ENFP,ISFJ,40240.29,84303.49,Success
INTP,ENFJ,88305.06,76136.75,Success
ESFJ,ESFP,36466.91,31051.72,Failure
INFJ,ISTP,99453.72,60505.89,Failure
INFP,INFJ,30212.66,97917.44,Failure
ESFP,INFP,86785.73,33457.36,Failure
ISTJ,ISTJ,75689.44,93394.02,Failure
INFJ,ENFP,54709.8,93969.82,Failure
INFJ,INFP,73784.46,72239.3,Failure
ESFJ,ENFJ,53119.46,91743.06,Failure
ISFJ,INTJ,78208.11,74166.06,Success
ENFP,INTJ,61811.5,32264.81,Failure
ESTJ,ENTP,55023.53,74361.8,Failure
INFJ,ESFP,44208.39,56577.89,Failure
ENFJ,INTP,31667.99,71519.41,Success
INTJ,ESTJ,83472.44,81067.8,Success
ISTP,ISTP,80804.95,34349.23,Failure
ENFP,ESTP,86227.35,38864.58,Failure
ISTP,INFJ,69389.2,99376.56,Failure
INTJ,INFJ,86913.22,72431.84,Success
ISTP,ISFJ,83350.48,54991.69,Success
ISTJ,ESFJ,37688.78,86803.36,Failure
ISFJ,INTJ,30742.37,52500.8,Failure
ISFJ,INTJ,93153.29,44214.31,Success
INTP,INFJ,90160.34,42915.13,Success
ISFP,ISFJ,89412.53,35845.61,Success
ENFJ,ESFJ,99521.98,54803.21,Failure
ISFJ,ESTP,96825.36,54116.16,Success
ISFJ,ENTJ,33901.27,93577.98,Failure
ESTJ,ENFJ,90071.24,74315.21,Success
ISTJ,ISTP,50205.91,68584.72,Success
INFJ,INFJ,77985.44,98180.58,Failure
ISTP,INFP,95048.33,82104.31,Success
ENTP,INTJ,93148.76,34129.73,Failure
ESFP,ESFP,94118.45,77155.46,Failure
ENFJ,ESFJ,41598.15,57536.54,Success
ESTP,INTJ,48396.54,94975.46,Success
ESFP,INFJ,77689.99,38889.34,Failure
ISFJ,ISTP,58160.99,71150.05,Success
INFP,ISFJ,63204.42,65069.81,Success
ESTJ,ESFJ,70604.81,46091.72,Success
INTJ,ENTJ,86173.47,65380.44,Success
ISFJ,ISTP,52022.45,60569.32,Success
INFJ,ESFP,94887.01,89071.44,Success
ENTJ,ESTJ,48152.94,31126.88,Failure
ESTJ,ISFJ,45355.19,91730.54,Success
ESFJ,ISTP,64510.63,66926.53,Success
ESTP,ESFP,50545.25,65611.19,Failure
ENTP,ESTJ,94334.65,78268.5,Failure
ISFJ,INFP,97235.73,61290.23,Failure
ESFJ,INFJ,46167.77,88905.15,Success
ISTP,INFP,95436.22,45373.48,Success
ENTP,ISFP,86310.49,73883.26,Failure
ENTP,INFJ,97289.28,47605.49,Failure
ENTJ,ESTP,95001.8,54309.73,Failure
ISFP,ENFJ,59959.27,48940.43,Success
INFP,ENTJ,53109.13,73901.76,Failure
ESFP,ISTJ,35972.65,43044.92,Success
ENFP,ENTJ,44857.8,31109.67,Failure
INFP,ENFP,33447.13,31260.04,Success
ENFP,ESTP,38452.92,99629.98,Success
ESTP,ISTJ,35880.07,36783.88,Success
ISTJ,ESTP,68242.69,55635.51,Success
ESFP,INFJ,35610.46,80559.37,Success
ISTJ,INTJ,74043.06,82017.74,Failure
ESFJ,ENFP,92227.76,95503.78,Failure
ESFP,ESFP,55527.23,51180.37,Failure
ESFP,ISTJ,48657.91,87728.13,Failure
ESFJ,INTP,53596.15,63282.83,Success
INFJ,ISTP,87668.05,79575.45,Failure
ENFP,ISTP,89917.11,81225.09,Failure
ENTJ,ESFJ,56645.45,76277.57,Success
ESFP,ISTP,53343.52,77682.01,Success
ENFP,ENFP,65598.12,64721.29,Failure
ENFJ,ISTP,77351.66,31062.86,Failure
ENTP,INFJ,87035.44,82216.41,Failure
ESTP,INFP,65437.81,92575.27,Success
ISTJ,INTJ,71472.26,56017.78,Success
ENTP,INFP,86552.65,74834.16,Failure
ENTP,INFJ,84377.19,64633.19,Success
ESFP,INTP,81090.52,88781.66,Success
ESTJ,ESFJ,57100.27,82800.53,Failure
ESFJ,INFP,47806.11,66535.41,Success
ENFP,ENFP,37591.33,46908.81,Failure
ISFP,ESTP,43959.82,40903.98,Success
ESFP,INTP,81298.34,86600.67,Success
ISTJ,ENFJ,69551.9,94491.03,Failure
ENFP,ISTJ,60828.01,92185.25,Success
INTP,ENFP,56910.01,46116.92,Failure
ENFP,ISTP,40451.72,91330.01,Success
INFJ,ISTJ,64740.84,83090.25,Success
INFJ,INFP,82376.61,34056.28,Failure
INFJ,INTP,51583.66,42047.9,Failure
ESTP,ENFP,36685.25,37515.19,Failure
INFP,INTP,30813.2,68434.93,Success
INFP,ESFP,84044.66,33854.77,Failure
ESFJ,ISFP,38510.5,49393.19,Success
ISFP,ESTJ,81048.58,65729.64,Success
INFP,ENTP,54714.46,89453.12,Failure
INFJ,ENFP,85868.8,43601.21,Success
ISTP,INFP,52906.91,56951.99,Failure
ISTJ,ESFJ,79395.51,59329.61,Success
ESFP,INTP,69592.89,38758.91,Failure
ISFP,INTP,45491.39,64772.03,Failure
ISFJ,ENTJ,91785.02,31518.91,Failure
ENTJ,INFJ,93733.4,96011.17,Success
ESFP,ENTP,81258.61,47774.11,Success
ENTJ,ISFJ,30978.68,92970.63,Failure
ESFJ,ENTJ,58397.41,52049.38,Success
ESTP,ENFP,35511.73,83314.95,Failure
ISFJ,ESTJ,56332.41,68455.18,Failure
ESTP,ISTJ,65341.41,97042.04,Success
INFJ,ESFJ,39062.2,72962.16,Failure
ESFP,ISFP,86356.74,50962.58,Failure
ENTJ,INTP,85572.04,71717.47,Failure
ENFP,ENFP,70104.09,44765.4,Failure
ESFJ,ISTJ,72539.67,62780.33,Failure
INFP,ENFP,88832.92,84337.08,Success
ISTJ,ESTJ,38291.14,78336.56,Failure
ENFJ,ISTP,85854.9,69362.51,Failure
ESTJ,ESTP,59923.48,53151.9,Failure
ENFP,ESTJ,80238.67,34996.79,Failure
ENTP,ISFP,81626.95,37776.12,Failure
INTP,ENTJ,64528.32,47589.92,Success
INFJ,ENFP,30161.45,71919.77,Failure
ENTP,INTP,94228.45,52893.65,Failure
ESTJ,ESFJ,71676.13,86865.74,Failure
ENFJ,ISTP,36493.06,87098.88,Success
ESFJ,ENTJ,76538.56,48067.32,Success
ISFJ,ENFP,88059.5,68700.86,Success
INFP,ENFP,45493.17,30792.18,Success
ESFJ,ISFJ,82686.82,48254.8,Failure
INFJ,INTP,61026.37,36233.05,Failure
ISFJ,ISFP,78632.37,41104.92,Failure
ENFP,ISTP,77267.2,59621.98,Failure
ISTJ,ISFJ,41696.43,84501.27,Failure
INFJ,INFJ,91463.4,82250.46,Failure
INFP,INTP,38917.21,77718.57,Success
INFP,ISFJ,76043.43,85990.07,Success
ESTP,INFP,66734.19,98481.06,Success
INFJ,ENTJ,46758.98,35886.82,Success
ESFJ,ESTJ,75085.72,88070.11,Success
ISFJ,ENFP,73226.06,65304.16,Success
ESTJ,ISFP,36858.76,91542.14,Success
ENTP,ISFJ,74744.71,68237.34,Success
ISFJ,INFJ,38034.89,64851.55,Failure
ENTP,INFJ,83743.52,39340.01,Failure
INTJ,ESTJ,44295.49,98362.43,Failure
INFP,ESTJ,58594.02,65201.94,Failure
ESTJ,ISTJ,97905,50461.34,Failure
ENFJ,ISTP,88724.32,53773.2,Failure
INTP,ESFJ,84346.85,67989.09,Success
ENFJ,INTJ,31278.11,35755.69,Success
ESTP,INTJ,66340.96,41397.1,Failure
ISTP,INTP,55619.05,87735.49,Failure
INFP,ESFJ,56479.56,48732.38,Success
INTJ,ESTJ,44660.03,47682.83,Failure
ENTJ,ENTP,34659.45,88280.02,Success
ENFJ,INFP,96241.6,37357.67,Failure
ENTP,INFP,75458.64,48772.28,Failure
ENFP,ISFJ,72476.47,65494.81,Success
ESFJ,INTJ,90825.87,94336.75,Success
INFP,ISFP,37904.18,56553.41,Success
INTP,ENFJ,91575.54,93314.82,Success
ISTP,ISFJ,58718.49,73922.46,Failure
ESTJ,ISTP,71155.88,51739.16,Failure
ESTJ,ESFP,58808.31,92329.3,Failure
ISTP,ISFP,46223.11,42772.47,Success
ENTP,ENTP,42984.52,97003.27,Failure
ENTJ,ISTP,56940.6,71423.98,Success
ISTJ,ENTP,30408.46,65448.45,Failure
INTP,ESFJ,47520.75,68978.08,Failure
ISTP,ISTJ,35266.55,42199.62,Failure
ISTP,ENFP,64912.39,43115.73,Success
ISTP,ESTP,56042.6,43477.88,Success
ISTP,ESTP,96667.99,78333.81,Success
ENFJ,ENTP,32639.17,46545.39,Success
ESTJ,ISFJ,52032.65,72352.05,Success
ISTJ,INTJ,92878.96,30034.65,Success
ESFP,ESTJ,85713.05,55765.5,Failure
ESFJ,ENFP,81007.91,70673.56,Success
INFJ,ESTJ,45663.72,81251.07,Failure
ISFJ,ESFP,46116.53,73674.37,Failure
ESFJ,ENFJ,48313.01,82573.05,Failure
INFJ,ESTP,50564.49,81368.46,Failure
ISTP,ESTJ,71476.02,45303.21,Success
INFP,ESTP,80861.92,89133.76,Failure
INFJ,ESFP,94331.38,69172.76,Success
INFP,INTP,44694.1,54548.22,Success
INFJ,ENFJ,81501.3,46332.51,Failure
ENTP,INTJ,92170.82,99782.44,Success
ISFP,ISFP,33582.13,57191.82,Failure
ENFJ,ISFP,55911.48,91848.74,Success
ISTJ,ENFJ,69773.48,87600.31,Failure
ISTP,ESFP,35059.67,53836.47,Failure
ESFJ,ISFP,97831.55,62213.94,Failure
ENTJ,ESTJ,91859.04,69112.86,Failure
INTP,ISTP,96396.78,83233.5,Failure
ENTP,INTJ,44632.98,41473.45,Failure
ENTJ,INFP,65078.87,86716.79,Success
INTP,ENTP,31574.79,89376.19,Failure
ENTP,ENFP,31778.67,73912.04,Failure
ISFJ,ISTP,89028.91,82382.3,Failure
ISTJ,ISFP,55075.84,67377.61,Failure
ESTJ,ESTP,73616.04,75091.47,Success
ISTJ,ESTJ,35225.17,37469.11,Failure
INTJ,ESFJ,48896.89,61563.91,Failure
INFP,ESTP,60255,68784.44,Failure
ISTP,ENFJ,68772.13,97660.41,Failure
ENFP,ENFJ,33624.42,42494.71,Failure
ENTP,ENFP,38777.6,56468.53,Failure
INTJ,ESTP,87060.62,66443.45,Success
ESFJ,ENTJ,67674.95,88589.08,Failure
INTJ,ESTJ,90212.85,47672.74,Success
INFJ,INTJ,48193.34,81513.89,Success
ISFP,ISFJ,53062.45,73555.39,Failure
ESTP,ESTP,34064.61,97191.3,Failure
ESTP,ISFJ,78329.72,37575.37,Failure
ISTP,INFJ,37533.69,47314.83,Failure
ENFP,ISTP,83759.73,40959.36,Failure
ESTP,INFJ,84133.03,73042.78,Failure
ESFJ,INTP,87228.78,62770.73,Failure
ISTJ,ISTJ,48199.37,79731.62,Failure
ESFJ,ESTJ,92193.8,89837.67,Failure
ISFJ,INTJ,69726.94,89551.82,Failure
ESTJ,INFP,44528.68,69060.15,Success
ISTP,ESTJ,39311.83,30553.97,Success
ENFP,ENTJ,69100.93,34051.35,Failure
INTJ,INFP,61311.23,54886.85,Success
ENFP,ENFP,72334.33,88394.99,Failure
ISTP,ESTJ,43321.85,59707.73,Failure
ISFP,ENFP,91489.08,34196.8,Success
ESFP,ISTP,87237.73,77898.72,Failure
ENFJ,INTP,97164.65,40622.02,Failure
ISTJ,ESTJ,70699.96,46946.35,Success
ESTP,INFP,80470.03,74705.13,Failure
ENFJ,INFJ,44737.13,43095.26,Failure
ENTP,INFP,49313.38,96102.96,Success
ENFJ,ESTP,86528.43,56618.62,Failure
ESFJ,ISTJ,73406.66,69995,Failure
ENTJ,ESFP,67625.17,42466.4,Failure
ISFP,INFJ,71593.28,76722.39,Failure
ESFP,INFJ,51091.08,91659.65,Success
ESTP,INTJ,98771.11,30742.75,Failure
INFP,ISTJ,99986.59,79130.39,Failure
ISTJ,INTP,97272.38,44638.46,Success
ENFP,INFJ,51639.28,45873.07,Failure
ENFJ,ESTJ,74727.77,30115.86,Failure
ESFP,ISTJ,99248,91166.68,Failure
ISTJ,INTP,62329.96,86830.85,Success
INTJ,ESFJ,93636.78,89932.72,Success
ENFJ,ESTP,92608.21,81589.25,Failure
ENTP,ISFJ,48424.1,88273.05,Success
ISTJ,ISFP,65889.55,33264.18,Success
ESTP,ESTP,35484.34,44918.36,Success
ESTJ,ENFJ,34291.63,56518.4,Failure
ENTJ,ISFP,92743.74,54385.21,Failure
ENFJ,ENFJ,99412.53,88239.53,Failure
INTP,INTP,51938.67,97822.9,Failure
ESTP,INTJ,64484.6,88051.16,Failure
ISFP,ENTP,67275.55,93898.67,Failure
ESTP,ISTP,50228.46,93491.9,Success
ESTP,INFP,89849.14,96367.44,Success
INFP,ISTJ,94832.92,71515.67,Failure
ISTP,ENTP,45089.38,72212.57,Failure
ESTP,INFP,43428.62,75556.22,Success
INFJ,ENTP,54109.2,32333.84,Success
ENFP,ISTJ,35343.69,34994.45,Failure
ESFP,ISTJ,83623.79,85715.24,Success
ESTJ,ISTP,58853.31,57997.28,Failure
INFP,ESTJ,73365.76,63128.17,Success
ESFJ,INTJ,68848.41,66756.15,Failure
ENTJ,ESTJ,84700.36,62593.37,Failure
ISTP,ENTP,74580.3,49711.77,Success
INFP,ENFP,32428.02,80710.59,Failure
ISTJ,ESTJ,56435.48,58344.15,Failure
ESFJ,ENTP,74785.75,79513.96,Failure
ISFP,INTP,72823.73,46771.98,Success
ENFP,INTJ,80484.61,98367.15,Success
ESTP,ENFP,40898,53120.06,Failure
ISFJ,ENFP,70093.93,90454.03,Failure
ISFP,INFJ,58135.22,72315.37,Failure
ISTP,ESTP,78545.25,37181.69,Success
ENTP,ESTJ,90400.58,92789.49,Success
INTJ,ESTP,81489.72,60066.77,Success
ISFJ,INTJ,45812.45,94566.19,Failure
INFP,ENFP,36851.64,39997.69,Failure
INTJ,ENTP,91308.55,64239.11,Success
ENTJ,ISTJ,78233.95,89953.04,Failure
ENFP,ESFP,49533.66,83421.45,Success
ENTP,INFJ,95582.87,83938.44,Failure
ENFJ,ISFP,58120.1,52860.95,Failure
ENTP,ISTJ,42456.91,70132.72,Success
INTJ,ISTJ,77344.16,63726.63,Failure
ESTJ,ENTP,86946.5,42059.62,Success
ENTJ,ESFP,70969.76,63895.64,Failure
ENTP,INTJ,55189.14,51965.19,Failure
ISFP,ISTJ,35794.3,90152.87,Failure
ENFJ,ISFJ,94060.34,60506.37,Failure
INTJ,ENFJ,95741.65,84260.09,Success
ENTJ,ESTP,43832.35,42860.91,Failure
ISTP,ISTJ,97180.45,82620.96,Success
ENTP,INTP,94593.9,95204.53,Success
ENFP,ENTP,91663.18,62710.67,Failure
ESTJ,INFP,94579.45,46020.28,Failure
ESFP,ISTJ,92758.8,76550.68,Failure
INTJ,ENFJ,54333.32,98396.11,Failure
ENTJ,ENTJ,78811.72,85519.52,Failure
ESFP,INFP,87303.66,93014.18,Failure
ENTP,INTJ,73963.02,80335.99,Success
INFJ,ISFP,44508.88,88287.21,Success
INTJ,ISFP,60698.66,39255.36,Failure
INFJ,ESTP,57926.5,81506.01,Failure
ENTP,ENFP,68460.35,74161.99,Failure
ISTJ,ESTJ,30760.88,31414.33,Failure
ISFP,ISTP,41877.5,52091.16,Success
ENTP,ENTJ,92643.3,57414.42,Success
ISFJ,ISFJ,87271.57,82787.21,Failure
ENTJ,ESFP,59833.04,36956.18,Failure
INFJ,ENFJ,57906.99,32115.94,Success
ENFP,ENTJ,68824.06,83671.44,Success
INTP,ISTP,99609.33,72406.05,Failure
INTJ,ESTP,92318.07,54979.9,Success
ESFJ,INTJ,55408.28,92508.65,Success
